namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space Terror,Burning Bridges,Burning Bridges,Burning Bridges,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alien Among Us,Put Your Best Foot Forward,Put Your Best Foot Forward,Put Your Best Foot Forward,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coordinate Your Beliefs,The Ball is in Your Court,The Ball is in Your Court,The Ball is in Your Court,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thank You And Farewell,A Stone's Throw Away,A Stone's Throw Away,A Stone's Throw Away,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Precise Form Of The Disaster,Birds of a Feather Flock Together,Birds of a Feather Flock Together,Birds of a Feather Flock Together,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultimate Vessel The Second,Bite the Dust,Bite the Dust,Bite the Dust,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unwanted Extraterrestrial,Between a Rock and a Hard Place,Between a Rock and a Hard Place,Between a Rock and a Hard Place,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknowing Accomplice,Caught Between Two Stools,Caught Between Two Stools,Caught Between Two Stools,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I Happened To Be In The Area,Dead Man Walking,Dead Man Walking,Dead Man Walking,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You Will Appreciate Me Later,Down to the Wire,Down to the Wire,Down to the Wire,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You Would If You Actually Loved Me,Fools Rush In,Fools Rush In,Fools Rush In,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just Experimenting,All in a Day's Work,All in a Day's Work,All in a Day's Work,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tender and Gracious,Hit the Ground Running,Hit the Ground Running,Hit the Ground Running,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Little Importance Indeed,Jumping Through Hoops,Jumping Through Hoops,Jumping Through Hoops,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Color,Two Birds One Stone,Two Birds One Stone,Two Birds One Stone,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fate That Can Be Modified,The Last Straw,The Last Straw,The Last Straw,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray Zone (also Known as Fleshpenetrator),Mountains and Molehills,Mountains and Molehills,Mountains and Molehills,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It Shapes Your Character,"No Pain, No Gain","No Pain, No Gain","No Pain, No Gain",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cynical Viewpoint,Nuts and Bolts,Nuts and Bolts,Nuts and Bolts,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Problem Offspring,The Whole Nine Yards,The Whole Nine Yards,The Whole Nine Yards,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plausible Excuse,All Ears,All Ears,All Ears,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recent Addition,Back to the Drawing Board,Back to the Drawing Board,Back to the Drawing Board,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tactical Elegance,Barking up the Wrong Tree,Barking up the Wrong Tree,Barking up the Wrong Tree,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unacceptable Conduct,Bringing Home the Bacon,Bringing Home the Bacon,Bringing Home the Bacon,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poke It With A Pole,Burning the Midnight Oil,Burning the Midnight Oil,Burning the Midnight Oil,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffering From A Serious Gravitas Shortfall,Breaking Eggs,Breaking Eggs,Breaking Eggs,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It Is My Celebration And I Will Sing If I Want To,Cutting Corners,Cutting Corners,Cutting Corners,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gently Grilled On The Reality Barbecue,Devil's Advocate,Devil's Advocate,Devil's Advocate,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Absolutely Magnificent Boat Pilot,Going the Extra Mile,Going the Extra Mile,Going the Extra Mile,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qualification,Head Over Heels,Head Over Heels,Head Over Heels,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temporary Climate Phenomenon,In Hot Water,In Hot Water,In Hot Water,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You Disobedient Creatures,Jumping the Gun,Jumping the Gun,Jumping the Gun,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armchair Explorer,Kick in the Pants,Kick in the Pants,Kick in the Pants,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buddha, OAQS",Hand in Hand,Hand in Hand,Hand in Hand,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distraction Activity,Long Story Short,Long Story Short,Long Story Short,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warm, Reflective",Off the Hook,Off the Hook,Off the Hook,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel Gaze,One in the Hand,One in the Hand,One in the Hand,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subtle Adjustment In Emphasis,Playing with Fire,Playing with Fire,Playing with Fire,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control Plane,Rock the Boat,Rock the Boat,Rock the Boat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zenith,The Sky's the Limit,The Sky's the Limit,The Sky's the Limit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We Haven't Been Introduced But You're A Great Admirer Of Mine,A New Leaf,A New Leaf,A New Leaf,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delightful But Irrational,A Blessing in Disguise,A Blessing in Disguise,A Blessing in Disguise,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insane But Resolute,A Diamond in the Rough,A Diamond in the Rough,A Diamond in the Rough,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clear Nonsense,Rolling Stone,Rolling Stone,Rolling Stone,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Difficult Client,A Taste of Your Own Medicine,A Taste of Your Own Medicine,A Taste of Your Own Medicine,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thorough But... Unpredictable,All That Glitters is Not Gold,All That Glitters is Not Gold,All That Glitters is Not Gold,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Instance Of Persistent Pessimism,Bark is Worse Than the Bite,Bark is Worse Than the Bite,Bark is Worse Than the Bite,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Another High-Quality Product From The Nonsense Factory,Deep Blue Sea,Deep Blue Sea,Deep Blue Sea,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common Belief,Cookie Jar,Cookie Jar,Cookie Jar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In One Ear and Out the Other,Spilt Milk,Spilt Milk,Spilt Milk,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fine Until You Appeared,Cutting Your Teeth,Cutting Your Teeth,Cutting Your Teeth,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I Hold The Parents Accountable,Unhatched Chickens,Unhatched Chickens,Unhatched Chickens,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reformed Troublemaker,Fish or Cut Bait,Fish or Cut Bait,Fish or Cut Bait,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hubris Before The Fall,Full Steam Ahead,Full Steam Ahead,Full Steam Ahead,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TheThousandth Fool,Going Against the Grain,Going Against the Grain,Going Against the Grain,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden Revenue,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xenobiophilic,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401 Unauthorized,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403 Forbidden,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404 Not Found,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405 Method Not Allowed,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406 Not Acceptable,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409 Conflict,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 Internal Server Error,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503 Service Unavailable,,,,,,,,,,,,,,,,,,,,,,,,,
